ID_Cliente,Nombre_Cliente,Edad,Ciudad,Dirección,Región,Teléfono,Categoría_Cliente
9395121a-48d5-45bb-a0a1-9c8157081811,Ariel del Alcalde,40,Guadalajara,"Cañada de Adrián Guardia 79 Piso 2 
Córdoba, 28485",Cusco,+34712196745,D
3c73b9d0-d1bd-420d-b708-f58d1e2bc99f,Josefa Sastre Bonet,42,Albacete,"Avenida Gracia Viña 18
Álava, 53724",Madre de Dios,+34745 233 517,D
cb277ec5-eec9-43f6-bf27-9e0a3f11f5a4,Tania Bastida Ballester,23,Álava,"Callejón de Ale Dominguez 205 Apt. 66 
Sevilla, 72606",Ica,+34 690 32 50 16,D
66ec6fec-2921-4cb1-9734-854f4f741961,Marta Giralt Castillo,54,Guipúzcoa,"Cuesta Isaac Marin 54 Apt. 60 
Alicante, 23337",Amazonas,+34700 72 00 14,C
43aaff4b-2103-478f-9d54-6194d8a9e3c3,Crescencia Coello,46,Huelva,"Pasadizo Rocío Silva 869
Tarragona, 47160",Cusco,+34654 028 506,B
a4a447f1-f7c5-413f-941e-849b19ad0173,Yolanda Balaguer Arévalo,39,Lugo,"Cuesta de Beatriz Garcia 5
Zamora, 21644",Arequipa,+34705178718,C
360b8a80-e873-49d2-a6f8-d5fa3266be5c,Manu Arnal Batlle,46,Barcelona,,Tacna,+34715 295 447,D
e076bb4b-7410-4a3e-88eb-39543330b6d5,Hermenegildo Bonet Real,48,Navarra,"Vial Cornelio Paniagua 6
Cáceres, 17065",Moquegua,+34905 95 43 63,A
7e189161-4fd6-4f78-bb9d-f1f390093cce,Vanesa Fuentes Lillo,22,Las Palmas,"Pasaje Elba Cañizares 36 Puerta 7 
Teruel, 90143",Puno,+34914 825 729,A
531e96df-dbba-4b64-abcd-ec4bd4b47269,Bautista Olivera Barriga,40,Córdoba,"Rambla de Eligia Figuerola 6
Salamanca, 84256",Piura,+34993 242 786,A
71a5e1f9-6dd6-4a08-a406-fe0c940b65f5,Gertrudis Quiroga Ariza,44,Córdoba,"Camino Agustín Carrera 171
Soria, 14493",Lambayeque,+34716 532 175,A
96fd6214-d764-44aa-9336-0d0a61afcd65,Fausto Tirado,27,Santa Cruz de Tenerife,"Acceso de Elpidio Batalla 2 Piso 1 
Las Palmas, 35373",Tumbes,+34 707 77 01 39,D
18370180-5a11-4568-83e1-83f31fa761b8,Paca Castañeda Ferreras,51,Huelva,"Glorieta de Ángeles Correa 30 Puerta 2 
Toledo, 40976",Áncash,+34 723 78 96 80,B
4814bc31-463c-4ec6-8565-6ea606118178,Ricardo Miguel Ramis,44,Tarragona,"Cuesta Jovita Contreras 38 Apt. 68 
Santa Cruz de Tenerife, 42860",Madre de Dios,+34 913 30 46 72,B
605991cd-0ffd-4da4-81e4-4b11e8040c8c,Javi Miranda Ribera,44,Guipúzcoa,"Pasaje de Pastora Gallardo 27 Puerta 1 
Valencia, 42956",Amazonas,+34 995551807,B
102581f5-5dc9-4c0e-aeec-fa148c048323,Anita Benavente Valls,59,Teruel,"Rambla de Jenaro Benito 37
Zamora, 33876",Piura,+34 728 472 034,D
14780c71-002a-4ce5-b8d7-ba0a9eac1370,Rosa Bilbao Porta,18,Alicante,"Pasadizo Javi Ortiz 7
Ciudad, 18508",Ayacucho,+34826272474,C
9bfa14ea-80ef-42df-b39e-333a8f2c4900,Ema Segarra Campoy,48,Murcia,"Calle de Carina Vila 750
Palencia, 48389",Áncash,+34 949 88 23 22,A
021cb49c-a064-43ec-948d-0c68e53c5b22,Pepito de Ferrer,37,Cádiz,"Pasaje Sancho Crespi 80 Puerta 4 
Sevilla, 85282",Tumbes,+34 706406723,A
fdb94892-87c3-4fa0-90f4-9ab4986f655e,Carina de Nogués,60,Álava,"Glorieta Angelino Bellido 9
Vizcaya, 97676",Madre de Dios,+34 712 43 68 30,D
30099d8f-00d5-4541-b09e-272aae4cb89a,Dora Gelabert Martínez,18,Álava,"Paseo de María Pilar Cid 4 Piso 3 
Almería, 40932",Ica,+34 875 870 937,A
0fc43501-aca0-47fd-9002-ce0562f7933b,Albano Garcia,29,Castellón,"Avenida Nieves Aroca 55 Apt. 77 
Cáceres, 64870",Huancavelica,+34 908 206 571,B
bc852c0e-34fa-44dc-b7b4-3cdbe169d60d,Kike Romero Higueras,45,Valladolid,"Pasadizo de Eliana Larrañaga 75 Puerta 9 
León, 74227",Pasco,+34724712133,D
1ed020ab-6961-49f4-a83b-429d81effd73,Sebastián Tudela Correa,30,La Rioja,"Acceso Anabel Manuel 268
Baleares, 15666",Amazonas,+34 806 33 23 97,B
d64e5a99-f4e0-4a02-9de3-c0671cc9927c,Hernán Elorza Expósito,18,Alicante,"Cañada Teodoro Lillo 10 Piso 4 
Pontevedra, 79325",Apurímac,+34 741 45 87 93,D
7c3e12cd-42ac-4e1e-9c05-63cf2b4b14f0,Lilia Camila Arévalo Herranz,48,Ávila,"Plaza Julieta Solsona 1 Piso 0 
La Rioja, 83669",Cusco,+34852 21 88 40,C
c8afdef7-0007-433c-a08c-651b49f56bc5,Emiliano Cózar Cordero,56,Valencia,"Callejón Marco Catalá 53 Puerta 1 
Badajoz, 85150",Callao,+34674 336 309,B
31271df1-d506-43bc-89d3-635c7f888846,Estrella Lucas Amigó,43,Ciudad,"Cuesta de Concha Arregui 87
Melilla, 29937",Ayacucho,+34 984 411 703,C
388c5759-8463-4724-8dcf-d55c26fbc725,Juanita Vigil Casals,60,Navarra,"Pasadizo de Jenaro Palomares 52 Piso 2 
León, 81142",Madre de Dios,+34811809353,B
030c9304-06ce-47b9-b24d-f2bd0281c241,Perla Ojeda,60,Santa Cruz de Tenerife,"Pasaje Pastor Quevedo 5
Valencia, 10364",Tumbes,+34 886392299,A
01167f63-a25a-4f72-9077-8b11983e28ec,Paulino Aramburu Jiménez,52,Huelva,"Urbanización de Jafet Cuesta 8 Piso 9 
Ciudad, 62913",Áncash,+34 738680038,B
dbe8e194-b7a0-4b93-9f4e-d8301ded5da7,Evaristo Domingo Berenguer,60,Baleares,"Ronda de Bernabé Haro 69
Burgos, 51836",Ica,+34610366476,A
375cb495-bdf1-4c11-b31d-1b873d226bb2,Rosaura Calderón-Velasco,51,Burgos,"Avenida Simón Collado 39 Apt. 59 
Guadalajara, 62904",Piura,+34717 97 06 48,A
1a541e60-57b8-4bc5-8257-06aef41a4523,Alexandra Expósito Balaguer,44,Baleares,"Via de Gabriela Solano 2 Puerta 4 
Valencia, 47170",Madre de Dios,+34936867216,A
c77ec0b5-9147-4aae-9a82-778e55e00b06,Nicodemo Galo Orozco Osorio,25,Vizcaya,"Vial de Arturo Diaz 81
Zaragoza, 57833",Cusco,+34738 380 046,A
985de259-1a11-4956-bfec-da044921a0f5,Margarita Ayala Bas,58,Baleares,"Pasaje Cayetana Ordóñez 9 Puerta 4 
Zaragoza, 07215",Arequipa,+34867418834,C
d946a156-07be-4b26-bdf2-5694a6cf078c,Pacífica Reina Espinosa Conde,21,Tarragona,"Pasadizo de Teodosio Peinado 96
Pontevedra, 51343",Huancavelica,+34849 133 863,D
e6bf0142-bab6-4444-863a-c75884ae8558,Alex Malo Pujadas,20,Murcia,"C. de Pascual Taboada 88
Castellón, 32508",Puno,+34 742596824,A
d6ae9376-d14e-446f-b581-24485d623bbc,Nazaret Gras Ávila,31,Palencia,"Callejón de Sandalio Vargas 38 Apt. 66 
Córdoba, 89299",Junín,+34 722332831,C
ee6c7545-12a6-4abe-ad46-e66e134e47b1,Arturo Echevarría Caballero,48,Alicante,"Ronda de Belen Cerezo 7
Huesca, 24907",Ica,+34740063597,C
39b5d678-e33c-4e95-b454-ea725d1c5d13,Candelas Balaguer-Camino,59,Zamora,"Calle de Dominga Salamanca 60 Puerta 1 
Valencia, 37236",Huánuco,+34725 844 948,B
2b4a39d5-67c4-41d3-ad1b-5f8a25463bd0,Carla Mate Campo,38,Valencia,"Via Martín Marco 34 Puerta 1 
Melilla, 81619",Lambayeque,+34701416330,D
378339d3-5711-4cc8-9bff-9b5b5838295f,Jesús Jose Garcés Arrieta,45,Teruel,"Glorieta Valerio Giralt 69
Valladolid, 31782",Ucayali,+34733571761,D
03457a31-3678-4473-99cf-033b3ca5812a,Micaela Etelvina Reguera Castrillo,46,Valencia,"Urbanización Tatiana Casal 26 Puerta 9 
Lugo, 58971",Tumbes,+34713 795 796,A
e9626911-f6fd-41f6-86a8-b1cb3159d797,Luisina Blanco,54,Pontevedra,"Urbanización de Atilio Lopez 5
Valencia, 53547",La Libertad,+34 864753453,D
e5966c3a-ac65-43f8-8735-6abe638a7cf2,Anselma Molins-Laguna,39,Almería,"Camino Graciana Aguiló 92 Piso 8 
Salamanca, 78011",Cusco,+34928 27 54 43,A
37a845bb-7a3f-4855-a01a-942927cde49f,Óscar Higueras Teruel,26,Baleares,"Ronda Raimundo Doménech 4 Apt. 42 
Huesca, 82709",Áncash,+34 740 227 209,A
c0727850-3412-4250-8e1d-b59eb1994175,Dalila Puente,57,La Rioja,"Vial Violeta Zurita 29 Puerta 1 
Ciudad, 63805",Amazonas,+34918 94 96 93,A
8dbbaa6e-df7f-4e91-afa6-50b3ce6478e4,Reynaldo Barros,20,La Rioja,"Callejón de Albert Garzón 69 Puerta 2 
Barcelona, 47119",Ica,+34712 14 05 51,B
23103954-a83a-436d-8d48-43a7d98c4de3,Candela Morán-Lastra,19,León,"Plaza Estrella Borrás 12 Puerta 6 
Girona, 23246",Apurímac,+34640 96 07 57,B
01d090db-09b4-4021-8d26-96abd1ff6976,Rebeca Raquel Pujol Beltrán,52,Baleares,"Camino Teodosio Salamanca 684
Albacete, 69200",Amazonas,+34929 06 53 87,A
7a48c2e9-1968-43e3-b06d-3315bbc63549,Rico Losa,32,Santa Cruz de Tenerife,"Glorieta Eusebia Llamas 82 Puerta 1 
Ourense, 18055",Tumbes,+34721166851,B
4dc56dba-90d1-4e16-a52a-c59d646d2f9d,Concha Rocío Ramón Estevez,39,Zaragoza,"Paseo Lola Barbero 70
Navarra, 15897",La Libertad,+34 682 970 211,C
cd9730b2-ea80-469e-a752-ce0bb04b4547,Armida Morata Pavón,40,Albacete,"Urbanización de Calista Arribas 634
Ávila, 90929",Amazonas,+34 664665688,A
5a7d7047-362c-4dff-9e14-b64ce2f19f6b,Paola Patiño Arcos,28,Palencia,"Cañada Julie Sevillano 1
Melilla, 19919",Callao,+34 609 217 824,A
3ae5b89b-6e61-46a9-a36d-cd47933e0dbb,Remigio de Páez,54,Huelva,"Via Aitor Garriga 81
Navarra, 30666",Tumbes,+34908 55 08 04,A
25ad0887-c9fd-4875-b335-ab53e42d3752,Celso del Arnal,58,Badajoz,"Via de Leandra Montero 46
Valladolid, 75566",Lambayeque,+34723 25 15 59,B
2f4a8e43-9850-4422-bc02-9bdbcd16b2b4,Saturnina Salgado Prat,46,Alicante,"Camino Nereida Mateo 61 Piso 1 
Madrid, 73354",Lima,+34 657163718,A
ed106d96-aed4-4e44-8316-0e703514dd48,Lorenza Solera Olivares,36,Valladolid,"Cuesta Teobaldo Saldaña 10 Apt. 29 
Toledo, 38241",Madre de Dios,+34718 954 318,A
718750d9-7f3c-4385-a8ca-b8a2f90ebf7a,Matías Márquez,33,Jaén,"C. de Trini Suarez 49 Piso 0 
Vizcaya, 24928",Cajamarca,+34748 33 39 55,A
15f8fbd4-fcc1-4089-8c3c-b6d0dcc50c20,Ibán del Mora,28,Ávila,"Pasadizo Andrés Felipe Barriga 506
Málaga, 59374",Tacna,+34 705 39 36 32,C
87bb7e1f-2479-41c5-815a-3e38f570d7f9,Faustino Vazquez Torrijos,56,Santa Cruz de Tenerife,"Calle Augusto Aguiló 65 Puerta 0 
León, 20937",Tumbes,+34 803063392,B
d86d6970-faf6-4f92-978a-8366a03786f7,Nico Chico,47,Salamanca,"Calle Nerea Machado 33 Piso 1 
La Coruña, 45669",Huancavelica,+34 964 26 01 56,A
23f542b4-ff6b-4878-9abd-e5077a7a8cdb,Ángel Poza Isern,43,Soria,"Cañada Pedro Córdoba 21 Apt. 51 
Ourense, 09646",Pasco,+34917 27 99 86,B
23927039-fff9-4935-8815-3907b4b98936,Candelas Burgos Abellán,51,Ciudad,"Pasadizo de Alcides Gil 64
La Coruña, 03189",Lambayeque,+34 805603154,B
13879441-d4ce-42dc-a5b6-87fe56bf40ee,Regina Abella Pacheco,48,Vizcaya,"Pasaje de Emelina Conde 7
Girona, 42310",Piura,+34 723 24 29 85,A
d6719837-9a17-4b17-b30d-c746de80e723,Macarena de Arrieta,60,Lleida,"Acceso de Mayte Durán 87
Guipúzcoa, 56830",Lambayeque,+34 718882265,B
c81d7088-4e21-4d9d-97a1-c84146c0de86,Margarita Rivero Puga,29,Cáceres,"Pasaje de Julie Arroyo 7 Puerta 9 
Girona, 73566",Piura,,A
fc0bcb22-155e-499e-9b28-9aaba14de79c,Arturo Cepeda Feliu,20,Toledo,"Callejón Encarnación Barrio 34
Málaga, 89852",Puno,+34 739868030,A
44ac9404-6846-49e0-aab5-d479a156dd4e,Sofía de Vélez,55,Valladolid,"Via de Victoria Rosselló 93 Puerta 4 
Huesca, 89784",San Martín,+34826 032 072,C
e1d16204-8c3e-44ff-87c7-3fa5a394bfe0,Casemiro Salomón Roselló Águila,47,Zamora,"Pasadizo Natanael Gimeno 17
Cádiz, 03242",La Libertad,+34 917 783 641,D
72e68a97-0ca9-484c-a9ed-1c24a0ed65e0,Mireia María Dolores Cueto Blanch,23,Guipúzcoa,"C. Rodolfo Garay 25
Cuenca, 87858",Madre de Dios,+34 722842443,C
4a95f0a0-d03c-4089-b5f5-2f465168fa7a,Jesusa Martínez Fernández,50,Huelva,"Via Cecilia Rodrigo 5
Córdoba, 44399",Moquegua,+34996 422 513,B
0e1253e1-5bec-4fca-8771-61644d806e71,Haroldo Cuadrado Bonet,24,Álava,"Vial de Arturo Jordá 53
Zamora, 05224",Ucayali,+34723 033 490,A
e16fc4bb-cfa0-4d19-95e1-5ec1ae05f443,Espiridión Ibarra Cortina,59,Madrid,"Pasaje de Cornelio Valdés 9 Piso 8 
Córdoba, 95158",Callao,+34701382003,C
73b69ba4-0e2f-44e1-9270-0cfb0dba7e4b,Haroldo de Gascón,31,La Rioja,"Acceso Ariel Corbacho 95 Apt. 14 
Vizcaya, 87933",Madre de Dios,+34 741 07 41 09,B
a35b3945-a246-4a92-8972-48eeeb5e4921,Jacinto Montenegro-Mosquera,24,Valencia,"Urbanización de Reyna Alegria 913 Puerta 5 
Granada, 45178",Pasco,+34 654 058 816,B
b0a513ad-112e-4a13-85ba-60654a3f097f,Matías Tolosa Girona,33,Madrid,"C. de Mercedes Barbero 828
Santa Cruz de Tenerife, 97028",Puno,+34 743078057,D
88eb4e4d-10fc-4cbf-8003-49e720edc9bf,Isidro Manuel-León,56,Álava,"Camino de Anselma Clemente 71
Madrid, 24545",Madre de Dios,+34716820629,B
2cb34470-35f5-44ee-9222-884903ca4834,Lucio Noé Quintanilla Moles,44,La Rioja,"Glorieta Amparo Segovia 212 Apt. 23 
Pontevedra, 44774",Cusco,+34 616 643 424,D
aa968672-b18e-4fcb-9816-9c2811521eec,Selena Codina Solís,36,Sevilla,"Callejón de Pepita Roura 71
Pontevedra, 99634",Callao,+34 733 394 256,C
8221f8d8-8c59-4bab-9a62-870755d5ffcd,Remigio Tirado,44,La Rioja,"C. de Trinidad Dominguez 89
Sevilla, 27994",Pasco,,A
a2247962-a673-4dba-9e4a-36b80e05c399,Pastora Gelabert,30,Murcia,"Rambla Rosario Medina 21
Las Palmas, 07391",Moquegua,+34 736 852 170,B
3ee3d74e-8b24-4d3d-8a2c-dde0fb289eb4,Roxana Murcia León,21,Melilla,"Rambla Berto Ochoa 30 Apt. 04 
Toledo, 83333",Junín,+34715 334 855,A
fe9968f2-e75d-4207-8f95-c58665c46a20,Elvira Cabezas Pujol,38,Málaga,"Pasaje Daniela Torralba 365 Piso 9 
Zaragoza, 66792",Pasco,+34729 150 167,A
2f3e4375-5553-4d6d-a669-544704ee27e8,Hipólito de Francisco,21,Badajoz,"Camino de Luciana Tello 30 Apt. 96 
Huesca, 04783",Lambayeque,+34 723928126,A
6a82f569-30ac-473b-b21c-6ac7c9af85f1,Malena Frías Crespi,24,La Coruña,"Camino de Asunción Ripoll 58 Puerta 7 
Ávila, 65547",Tacna,+34723516077,A
9b060f78-a7c1-4667-a822-492b2aa82122,Marcio Yuste Izquierdo,55,Huesca,"Cañada de Vito Moll 65
Madrid, 18974",La Libertad,+34726 245 149,B
cf2f3d03-f59b-476f-9437-2833b79f0c32,Teodoro Ayuso Rosa,29,Ciudad,"Plaza Pío Bustamante 34 Apt. 56 
Cáceres, 02851",Moquegua,+34646884183,B
f918b431-6289-49ce-a97a-80aafad1444d,Gisela Feliu Cruz,21,Zaragoza,"Paseo Cruz Alvarez 50 Puerta 1 
Palencia, 71075",Callao,+34723 12 32 38,C
d315a15a-b906-4c67-96d5-cfd77ae67ec7,Candelas Rosa Pi,42,Huelva,"Pasadizo de Angelino Gracia 456
Pontevedra, 13726",Huánuco,+34 892313996,B
19950db3-bd09-4ebf-9bb6-540efa21058d,Calista Losa-Iriarte,49,Badajoz,"Camino de Jimena Company 9
Cantabria, 06981",Lambayeque,+34730190399,C
8d91af9f-24f0-46f1-a5a7-6a3c0d7a2f22,Faustino del Carreño,32,Lugo,"Calle de Socorro Guillén 4
Cuenca, 73958",Puno,+34 732 14 28 66,C
b1064289-4d36-4b28-981a-8b674c5f3868,Rosa Higueras Diaz,31,Almería,"Callejón Rosa María Manso 141
Badajoz, 70596",Pasco,+34719887661,C
c17d25c2-71fd-4dbf-9249-8d7e2b4861a5,Carla Morante Juliá,26,Cantabria,"Cañada Griselda Prat 9 Apt. 19 
Badajoz, 73123",Puno,+34 732 53 93 82,B
442c8c1c-0d54-4aa2-814b-db2c00d9fb0e,Perlita Cañete,29,Girona,"Via de Eleuterio Gimeno 72
Huelva, 00362",Pasco,+34 702396618,A
da702f30-2e12-416f-81a6-e1722e8272d0,Leticia del Bermejo,52,Ceuta,"Calle de Magdalena Valverde 43 Apt. 12 
Valencia, 42895",San Martín,+34 922 95 86 90,D
1ab881ab-bf5d-4038-b4a6-21c3827c4ecb,Toni Frutos-Valenzuela,32,Valencia,"Vial de Evita Torre 762 Piso 9 
Ourense, 78896",Huánuco,+34 745 267 437,B
1087cf3b-1c19-4cae-acda-c735572ab559,Candela del Donoso,52,Zamora,"Calle de Antonia Olmo 33
Córdoba, 60039",Puno,+34743222508,B
